features,n_features,scaler,model,seq_length,mse,rmse,mae,r2,mape
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,Standard,LSTM,50,0.0008793868287506956,0.029654457148137033,0.024291687802027565,0.9990774873547825,21.5313308605835
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,Standard,GRU,50,0.0013286880829797966,0.03645117395886992,0.02919471312414767,0.9986061520163544,20.703271686237596
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,Standard,CNN,50,0.00272911773000378,0.052240958356482896,0.0428141644121413,0.9971370442063677,19.212428057330307
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,Standard,RNN,50,0.007751946876759208,0.08804514113089494,0.06661953646366908,0.9918678915978034,43.15017556123123
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,Standard,ANN,50,0.011809309934420125,0.10867064890953824,0.07592771150323371,0.9876115522889148,62.352234420402944
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,Standard,RANDOM_FOREST,N/A,0.00037233930791910977,0.019296095665162674,0.011703969926574413,0.9996094008817998,9.277172715008872
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,Standard,XGBOOST,N/A,0.001156176557460041,0.03400259633410427,0.02204161686652286,0.9987871236417355,21.369118870781616
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,MinMax,LSTM,50,0.0006536747868167198,0.02556706449353777,0.01861735030437405,0.9898829035008713,7.332674618422688
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,MinMax,GRU,50,0.001080912059987086,0.03287722707265754,0.024654508367954464,0.9832704399213311,8.037738398374291
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,MinMax,CNN,50,0.00016064949183274523,0.012674758058154215,0.008918420829450806,0.9975135855869203,5.9225161821424965
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,MinMax,RNN,50,0.0007775172525792829,0.02788399635237537,0.02101441466491012,0.9879661611052964,7.513950106053692
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,MinMax,ANN,50,0.0022613177880648422,0.047553315216342616,0.037340149215073656,0.9650009901889286,16.57746249558609
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,MinMax,RANDOM_FOREST,N/A,3.6518565594130116e-05,0.006043059290965968,0.003191697615497495,0.999434792561107,0.9563109092619556
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,MinMax,XGBOOST,N/A,7.989274234419592e-05,0.008938274013711816,0.005698292654437063,0.9987634790263022,2.1274889085493105
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,Standard,LSTM,50,0.00102378554626933,0.031996648985000445,0.023998934576038973,0.9989260072114498,18.397001635381503
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,Standard,GRU,50,0.0014686164341098885,0.038322531676676694,0.03264475392741758,0.9984593614696671,27.678600596437203
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,Standard,CNN,50,0.004708200623653328,0.068616329132746,0.0539823832169803,0.9950609055428867,28.134599413388123
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,Standard,RNN,50,0.006620914058594712,0.08136899937073525,0.0588561113093603,0.993054391148172,41.924124268027654
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,Standard,ANN,50,0.009926475771002025,0.09963170063289106,0.07882173387141955,0.9895867221093092,41.77014731461794
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,Standard,RANDOM_FOREST,N/A,0.0004890101988121023,0.022113574989406446,0.011752263865266654,0.9994870083593527,10.858594599289741
"('USM2', 'USPPIYY', 'INDPRO', 'USOIL')",4,Standard,XGBOOST,N/A,0.0011605056208868446,0.034066194693373734,0.02141073968609622,0.9987825822776593,24.23666760350897
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,MinMax,LSTM,50,0.00042106489429630066,0.020519865844987894,0.015570786019174181,0.9934830679507521,8.804357830634704
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,MinMax,GRU,50,0.0015070960039416665,0.038821334391564474,0.029707361151355416,0.9766742789949395,13.44258309589529
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,MinMax,CNN,50,0.00038364706212600723,0.019586910479348376,0.015444396578219569,0.9940621935748237,7.514060911685823
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,MinMax,RNN,50,0.0015075996621966496,0.038827820724277706,0.03000682104165553,0.9766664837437367,12.759940226900065
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,MinMax,ANN,50,0.0030767059326148446,0.055468062275645116,0.043490828341549784,0.952381013544532,22.74913567445653
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,MinMax,RANDOM_FOREST,N/A,2.378952129631315e-05,0.004877450286400995,0.0027851782678694017,0.999631803325634,0.7747956629379723
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,MinMax,XGBOOST,N/A,8.19378343031599e-05,0.00905195196093969,0.005761514696163206,0.9987318266004849,2.272685090699562
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,Standard,LSTM,50,0.0007583336975321849,0.027537859349124887,0.021926199571040642,0.9992044770260412,18.478868773340597
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,Standard,GRU,50,0.001412165550999969,0.037578791239207904,0.031116180143830274,0.9985185807481461,23.65224166951294
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,Standard,CNN,50,0.002020477526697875,0.04494972220935158,0.0326501154564011,0.9978804366783564,21.958556603111624
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,Standard,RNN,50,0.015266336329877728,0.12355701651414916,0.0987208120828432,0.9839849906207229,97.03449802924227
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,Standard,ANN,50,0.006455200934046798,0.0803442650974343,0.06262325085047568,0.9932282309736913,29.83380107386464
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,Standard,RANDOM_FOREST,N/A,0.0003313509552351748,0.018203047965524202,0.010499037222780611,0.9996523993352918,9.512200822146468
"('USM2', 'USPPIYY', 'UNRATE', 'USOIL')",4,Standard,XGBOOST,N/A,0.0012113340852395208,0.03480422510614941,0.02225821133471051,0.9987292611457418,21.121815530882124
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,LSTM,50,0.0002937267569746904,0.017138458418851164,0.012785284520256096,0.9954539137739111,5.790159078482561
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,GRU,50,0.0003898239692020316,0.019743960322134758,0.015204614617496259,0.9939665919603594,5.809556851915807
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,CNN,50,0.00039991390203435515,0.01999784743502048,0.01534627435471789,0.9938104274176952,9.271590286047692
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,RNN,50,0.0009713615582817862,0.03116667384052694,0.02386976875495275,0.9849659818324363,14.407859920364563
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,ANN,50,0.0008184478591702982,0.028608527735105457,0.0230903243958742,0.9873326673481551,12.816898782357903
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,RANDOM_FOREST,N/A,1.0468521987165118e-05,0.0032355095405770507,0.0018528938450150995,0.9998379759334712,0.5978405960242662
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,XGBOOST,N/A,6.320682664892723e-05,0.00795027211162783,0.004898429148658998,0.9990217313295423,1.8470661064434253
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,LSTM,50,0.004319127784262297,0.06572007139574863,0.049681656130907456,0.9954690588180032,53.80560962850603
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,GRU,50,0.0031193705569872764,0.055851325472071625,0.04428733594109246,0.9967276530761462,41.58766515729161
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,CNN,50,0.0023924436640205254,0.048912612524997325,0.04096398387605409,0.9974902290313299,17.37443474149945
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,RNN,50,0.016405567065136094,0.1280842186420173,0.09337279099285926,0.9827898911210075,59.04445224505118
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,ANN,50,0.016679450413899115,0.12914894662326562,0.10460291833197405,0.9825025763190478,73.30400047000997
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,RANDOM_FOREST,N/A,0.00015433876798712462,0.0124233154989771,0.007476095134103177,0.9998380923383653,8.974463952644875
"('USM2', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,XGBOOST,N/A,0.0008538299813470716,0.02922036928834185,0.018050273792843533,0.9991042975299306,14.237924483099851
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,LSTM,50,0.00014508395509728997,0.012045080120002938,0.0090818872909156,0.9977544974904989,3.8355368946022628
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,GRU,50,0.0005956700380758501,0.024406352412350563,0.019942078319829158,0.9907806582441387,9.163409991533083
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,CNN,50,0.00030237462931918916,0.017388922603749468,0.013640236639027798,0.9953200683804739,8.186112649884073
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,RNN,50,0.0013408925976414,0.036618200360495595,0.029358476243354293,0.9792466528021232,14.090267650009489
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,ANN,50,0.001430958255960943,0.037828008881792115,0.027015304747961075,0.977852682933844,10.92988577214796
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,RANDOM_FOREST,N/A,2.072804130278017e-05,0.004552805871413822,0.002660544272213159,0.9996791866562279,0.7616498315333864
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,MinMax,XGBOOST,N/A,7.803300729246675e-05,0.008833629338639173,0.005622910264135923,0.9987922626345439,2.242295899881777
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,LSTM,50,0.003194320384252335,0.05651831901474366,0.04216009791809279,0.9966490276508517,34.754106183418216
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,GRU,50,0.0021817253734077993,0.04670894318444595,0.03176113144387421,0.9977112811113855,30.04822344998156
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,CNN,50,0.00244228055855636,0.04941943502870465,0.04151334217181773,0.997437948096587,25.03365095316999
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,RNN,50,0.007116118306338584,0.08435708806222855,0.06872434783606056,0.9925349016975986,56.1744292781391
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,ANN,50,0.012411002310296062,0.11140467813469981,0.0876308105802982,0.9869803524492891,44.78482526426722
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,RANDOM_FOREST,N/A,0.00030462186129861493,0.017453419759422936,0.010288929606852643,0.9996804392448578,9.498349554086222
"('USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",4,Standard,XGBOOST,N/A,0.0011936792845971297,0.034549664030162866,0.021720837901879883,0.9987477817515877,19.751345440309763
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,MinMax,LSTM,50,0.00013745845595746492,0.01172426782180725,0.009062030403818836,0.9978725193451085,3.76388092306336
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,MinMax,GRU,50,0.0011286994017591597,0.03359612182617452,0.025397517413464837,0.9825308226714455,10.09506959352534
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,MinMax,CNN,50,0.0002424250708751454,0.015570005487319053,0.011501928207711273,0.996247923454726,11.077730619480063
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,MinMax,RNN,50,0.002484819433179403,0.04984796317984721,0.03348001522040932,0.9615417964783227,12.85422319571778
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,MinMax,ANN,50,0.00320899698222522,0.056648009516886116,0.03693093718940949,0.9503335101959678,13.535662661671985
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,MinMax,RANDOM_FOREST,N/A,2.4399378926521706e-05,0.004939572747366082,0.0028253894707123265,0.9996223643987853,0.8150576999412906
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,MinMax,XGBOOST,N/A,8.104540556027294e-05,0.00900252217771625,0.00583731127915517,0.9987456389547205,2.3294805727600143
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,Standard,LSTM,50,0.0008551696511852962,0.029243283864595238,0.022324821641030855,0.9991028921616378,11.266288670028036
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,Standard,GRU,50,0.0012776488124175464,0.035744213691415096,0.027790523888422493,0.9986596942925826,21.062671022454815
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,Standard,CNN,50,0.00354834339926345,0.059567972932301885,0.04549067149330041,0.9962776430708601,28.361670955367437
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,Standard,RNN,50,0.009316391092990112,0.09652145405551095,0.0755300151937949,0.9902267258161181,59.869629484776965
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,Standard,ANN,50,0.016249377480101745,0.12747304609250437,0.10048763788142995,0.982953740365202,46.9555080656418
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,Standard,RANDOM_FOREST,N/A,0.00036282594501422627,0.019047990576809573,0.011070975088341645,0.9996193807874469,9.299227034064534
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE', 'USOIL')",5,Standard,XGBOOST,N/A,0.001157632722667757,0.03402400215535728,0.022155003564267528,0.9987855960650495,21.27436074224057
